label,mode,endpoint_policy,concurrency,requests,success,total_elapsed_s,avg_latency_s,p50_latency_s,p95_latency_s,avg_output_chars
ray_round_robin_c4,ray,round_robin,4,48,34,121.595,5.638,1.292,21.117,201.7
