label,mode,endpoint_policy,concurrency,requests,success,total_elapsed_s,avg_latency_s,p50_latency_s,p95_latency_s,avg_output_chars
ray_server_only_c4,ray,server_only,4,48,48,19.791,1.111,1.074,1.311,294.3
