label,mode,endpoint_policy,concurrency,requests,success,total_elapsed_s,avg_latency_s,p50_latency_s,p95_latency_s,avg_output_chars,endpoint_counts,endpoint_avg_latency_s
ray_weighted_7_1_c8,ray,weighted_static,8,48,48,23.930,2.113,1.728,6.561,292.3,"{""local_tunnel"": 6, ""server_gpu"": 42}","{""local_tunnel"": 5.701, ""server_gpu"": 1.601}"
