label,mode,endpoint_policy,concurrency,requests,success,total_elapsed_s,avg_latency_s,p50_latency_s,p95_latency_s,avg_output_chars,endpoint_counts,endpoint_avg_latency_s
ray_weighted_7_1_c4,ray,weighted_static,4,48,48,29.371,1.624,1.257,4.602,290.1,"{""local_tunnel"": 6, ""server_gpu"": 42}","{""local_tunnel"": 4.844, ""server_gpu"": 1.164}"
